,身份证号,姓名,生日,性别,家庭住址
4280,'440784200203261395 ,王玉兰,2002-03-26,男,澳门特别行政区玉英县秀英潮州路k座 219303
4281,'52040019940328973X ,高欢,1994-03-28,男,澳门特别行政区福州县南湖吴街m座 658310
4282,'130531200303263367 ,杨雪,2003-03-26,女,澳门特别行政区平市华龙天津路i座 506927
4283,'621026200703252359 ,申坤,2007-03-25,男,青海省梧州市沙市王街q座 341287
4284,'310109199503288269 ,焦倩,1995-03-28,女,甘肃省柳州市和平沈阳街C座 848595
4285,'130634200803241636 ,张建平,2008-03-24,男,吉林省贵阳市华龙邵街e座 157951
4286,'320800199903278329 ,马伟,1999-03-27,女,西藏自治区磊县涪城乌鲁木齐街y座 985115
4287,'420600199603273449 ,窦燕,1996-03-27,女,湖南省凯县永川王街X座 354092
4288,'441502200803244674 ,方凤英,2008-03-24,男,天津市淑英市金平文街c座 147359
4289,'611024200203266370 ,冯利,2002-03-26,男,重庆市俊市东丽李街R座 946615
4290,'653121199103297970 ,陈春梅,1991-03-29,男,青海省秀华县高明关岭街j座 997971
4291,'441203199403288963 ,刘明,1994-03-28,女,云南省沈阳市梁平关岭街H座 525459
4292,'420204199603278024 ,陶慧,1996-03-27,女,甘肃省重庆市孝南昆明路D座 560878
4293,'13070319970327476X ,陈杰,1997-03-27,女,广西壮族自治区北京市魏都太原街j座 709533
4294,'120105199803272153 ,陈玉华,1998-03-27,男,湖南省敏县长寿海门街l座 531944
4295,'230300200203265785 ,杨亮,2002-03-26,女,河北省芳市高明重庆路J座 514510
4296,'451228199403280389 ,张秀荣,1994-03-28,女,西藏自治区玉英县梁平郑州路k座 746773
4297,'150422200803240665 ,武志强,2008-03-24,女,广西壮族自治区阜新县大兴冯路U座 706221
4298,'330206199603270496 ,余桂芝,1996-03-27,男,湖北省梅市淄川长沙路V座 816106
4299,'540232199803279868 ,梁浩,1998-03-27,女,河南省宇市黄浦赵路v座 337859
4300,'130928200303264937 ,萧桂荣,2003-03-26,男,辽宁省洋县清城龚路L座 628402
4301,'511725200503253636 ,丁龙,2005-03-25,男,江西省丽丽市梁平李路x座 255859
4302,'152224199403288385 ,李雪,1994-03-28,女,澳门特别行政区文县秀英李路L座 232300
4303,'530621199403282559 ,邱莹,1994-03-28,男,宁夏回族自治区淑兰县沈北新俞街N座 755538
4304,'431227199403283387 ,杨雪,1994-03-28,女,黑龙江省志强市南溪通辽街B座 270115
4305,'34080020060325931X ,宁彬,2006-03-25,男,台湾省倩市海陵刘街H座 863082
4306,'420922199203284653 ,郭瑞,1992-03-28,男,云南省潮州市南湖杨路S座 157677
4307,'440111200303267929 ,李燕,2003-03-26,女,陕西省超市沙湾王街H座 675792
4308,'421181200403252114 ,常红梅,2004-03-25,男,江苏省海口市怀柔西安路p座 541772
4309,'14060319920328903X ,冯建,1992-03-28,男,安徽省丹丹市高坪王街S座 706395
4310,'61070220040325471X ,陈强,2004-03-25,男,浙江省潮州市萧山南昌街y座 380476
4311,'654224199603279010 ,徐俊,1996-03-27,男,广西壮族自治区桂兰县东城邓路a座 122144
4312,'140822199403285092 ,米帆,1994-03-28,男,西藏自治区鑫县孝南柳州路C座 384328
4313,'431122200003265639 ,伍静,2000-03-26,男,四川省博市淄川昆明路A座 288031
4314,'130528199503283430 ,尤秀英,1995-03-28,男,贵州省海门市长寿惠州路T座 306280
4315,'130733200703254199 ,李秀芳,2007-03-25,男,山东省北京县长寿邯郸路u座 514737
4316,'371502199203287722 ,罗秀华,1992-03-28,女,甘肃省西宁市魏都吴街B座 837810
4317,'340703199303280246 ,黄燕,1993-03-28,女,内蒙古自治区长春市孝南张路S座 755949
4318,'622901200503252197 ,邓岩,2005-03-25,男,贵州省涛县淄川嘉禾路q座 305100
4319,'421281199403288467 ,张帅,1994-03-28,女,北京市香港市朝阳龙路O座 965508
4320,'410122199203284279 ,陈冬梅,1992-03-28,男,四川省沈阳县东城长春街z座 816308
4321,'410108200503254010 ,刘志强,2005-03-25,男,澳门特别行政区龙县闵行洪街Q座 590853
4322,'510300200103262031 ,王秀英,2001-03-26,男,吉林省波县海港南昌路U座 485985
4323,'341182200103265657 ,刘淑英,2001-03-26,男,广东省淮安市和平李路o座 379346
4324,'450801200303262420 ,杨桂珍,2003-03-26,女,香港特别行政区丽丽县城北蔺路y座 148372
4325,'130324200103269807 ,赵浩,2001-03-26,女,山西省桂香市涪城杜街u座 202284
4326,'420104199803275324 ,龙桂英,1998-03-27,女,浙江省杰县怀柔邓路T座 728358
4327,'360730199903270191 ,戴建国,1999-03-27,男,山西省合肥县兴山邵路S座 745898
4328,'130705200503258560 ,萧玲,2005-03-25,女,山西省宜都市城东银川街e座 175599
4329,'451021200803246622 ,杨英,2008-03-24,女,青海省南京市西夏刘街I座 912490
4330,'350583199103291832 ,边玉兰,1991-03-29,男,黑龙江省亮县海陵张家港街w座 406943
4331,'420114200003260667 ,刘秀云,2000-03-26,女,吉林省畅县六枝特合山街W座 559979
4332,'360482200603256713 ,朱雪梅,2006-03-25,男,北京市建华县朝阳王路P座 834394
4333,'420527199103293798 ,张瑞,1991-03-29,男,四川省旭市高明邯郸路r座 303744
4334,'371525199603277851 ,傅建平,1996-03-27,男,北京市霞市沈河王街g座 516013
4335,'34162219980327500X ,侯桂花,1998-03-27,女,四川省杰县淄川傅路h座 122564
4336,'371701200703254708 ,胡红霞,2007-03-25,女,天津市马鞍山县萧山昆明路y座 252716
4337,'350524200503253400 ,吴玉梅,2005-03-25,女,辽宁省雪县江北哈尔滨路S座 979061
4338,'630100200003260350 ,李凤英,2000-03-26,男,陕西省张家港市梁平任路z座 333606
4339,'152502200203269896 ,张杨,2002-03-26,男,上海市西宁市永川王路y座 806172
4340,'320925199403285795 ,郑桂兰,1994-03-28,男,河南省磊县萧山辽阳街B座 744871
4341,'130721199703271772 ,王玉华,1997-03-27,男,湖南省永安县西夏韩街f座 942695
4342,'370306199903278484 ,王林,1999-03-27,女,江西省荆门市友好马街J座 141226
4343,'340322199203285856 ,刘建国,1992-03-28,男,江西省昆明县高港银川路O座 900134
4344,'210200199603277799 ,李秀芳,1996-03-27,男,甘肃省潜江市蓟州钱路y座 766936
4345,'510901199303284925 ,何瑞,1993-03-28,女,湖南省岩县永川唐路X座 269701
4346,'321300199603270556 ,卫英,1996-03-27,男,西藏自治区凤英市高坪海门街K座 471613
4347,'533123199003290048 ,龚玉珍,1990-03-29,女,辽宁省红梅市萧山刘街j座 329843
4348,'621123200103261741 ,汤丽,2001-03-26,女,贵州省桂英市大兴嘉禾路L座 167047
4349,'411121200203266134 ,刘成,2002-03-26,男,湖南省合肥县秀英阎街Y座 669682
4350,'430281199903271865 ,江秀珍,1999-03-27,女,西藏自治区冬梅县滨城吴路Z座 851217
4351,'610114200403253066 ,胡兵,2004-03-25,女,江苏省伟县普陀潮州路U座 188747
4352,'620821200103261084 ,马敏,2001-03-26,女,青海省西安市朝阳刘街K座 886456
4353,'130634200203264607 ,张燕,2002-03-26,女,湖南省洋市朝阳柳州街H座 470218
4354,'610623199003292953 ,黄凤英,1990-03-29,男,山东省天津市魏都关岭路n座 806273
4355,'370211199403288278 ,蒋桂珍,1994-03-28,男,内蒙古自治区巢湖市安次李街b座 666363
4356,'230524199703276364 ,邵霞,1997-03-27,女,山东省文县山亭南京街f座 687827
4357,'511681200803249503 ,韩雷,2008-03-24,女,河南省银川县高坪刘路x座 611862
4358,'350901200403251931 ,林兵,2004-03-25,男,湖南省建国县高明长沙路r座 575389
4359,'500115199603274393 ,郭红梅,1996-03-27,男,河北省畅市东丽上海街P座 787498
4360,'610821200703259146 ,刘秀兰,2007-03-25,女,广东省飞市和平惠州路i座 993671
4361,'410622199103292746 ,齐兰英,1991-03-29,女,黑龙江省桂香市上街拉萨路V座 385367
4362,'511503200603255103 ,叶敏,2006-03-25,女,香港特别行政区阜新市兴山哈尔滨路k座 367209
4363,'37061220000326406X ,邱辉,2000-03-26,女,安徽省太原市淄川刘路G座 842877
4364,'130205199403287273 ,陈利,1994-03-28,男,福建省银川市合川齐齐哈尔街x座 977740
4365,'330382200803241670 ,刘伟,2008-03-24,男,江西省南京县东城呼和浩特街C座 559312
4366,'210224200303263906 ,钱勇,2003-03-26,女,湖南省玉英县清浦李街G座 238350
4367,'62122719990327890X ,袁金凤,1999-03-27,女,台湾省哈尔滨市海陵乌鲁木齐路O座 327149
4368,'320205199603273795 ,向宁,1996-03-27,男,黑龙江省海口县兴山六盘水路C座 738540
4369,'410922199803278378 ,谢岩,1998-03-27,男,天津市秀珍市金平吴路q座 915285
4370,'410203200303267494 ,余瑜,2003-03-26,男,云南省建国县白云济南路y座 602082
4371,'130603199603270934 ,张海燕,1996-03-27,男,上海市北京市和平柯路v座 900583
4372,'211221199903271762 ,杨彬,1999-03-27,女,广西壮族自治区阜新市龙潭惠州街n座 692358
4373,'530111200003260137 ,邓欢,2000-03-26,男,山西省红梅县白云万路Q座 897004
4374,'410822200603250389 ,吕燕,2006-03-25,女,海南省丹丹县白云成都路B座 283019
4375,'500237199203281117 ,吴伟,1992-03-28,男,北京市志强市静安王街O座 937261
4376,'330400200503253267 ,周飞,2005-03-25,女,台湾省桂珍市清河佛山路h座 692448
4377,'130621199703277968 ,孙丽,1997-03-27,女,浙江省巢湖县高坪褚街f座 190576
4378,'370213200003261592 ,卓畅,2000-03-26,男,宁夏回族自治区英市东丽台北路Y座 692209
4379,'330382200103269744 ,邢玉梅,2001-03-26,女,新疆维吾尔自治区南京县华龙郑街k座 483188
4380,'540200199203284515 ,刘秀云,1992-03-28,男,浙江省银川县魏都六安街h座 129382
4381,'130706199403283110 ,孟玉华,1994-03-28,男,贵州省宁德县大东台北路o座 592295
4382,'610303200403256189 ,潘桂英,2004-03-25,女,甘肃省宁德县怀柔郑街i座 632565
4383,'421125199103295415 ,李丽,1991-03-29,男,香港特别行政区超市梁平永安路D座 985745
4384,'420205200303264597 ,张霞,2003-03-26,男,宁夏回族自治区勇县友好范路U座 523438
4385,'350181199103290691 ,冯璐,1991-03-29,男,辽宁省丹丹市涪城刘路F座 277593
4386,'360103200403258341 ,寇丹,2004-03-25,女,贵州省南昌县门头沟六安街i座 923409
4387,'450126199903275739 ,陈雪梅,1999-03-27,男,四川省桂珍市安次陈路y座 131050
4388,'610201199603276973 ,商瑜,1996-03-27,男,山东省志强市南长夏路I座 725194
4389,'511527199103293328 ,熊淑华,1991-03-29,女,四川省贵阳市璧山巢湖街T座 804139
4390,'422828199403281718 ,赵帅,1994-03-28,男,福建省深圳市沈河李路R座 742390
4391,'210101199203285280 ,张飞,1992-03-28,女,北京市军市西夏柳州街K座 854324
4392,'621024200703254888 ,岑超,2007-03-25,女,湖北省永安市秀英张街C座 848461
4393,'61042720070325099X ,李冬梅,2007-03-25,男,四川省梧州县秀英台北街r座 755132
4394,'340301200003268924 ,陈林,2000-03-26,女,山西省潮州县萧山通辽路l座 586476
4395,'330723200003267532 ,李芳,2000-03-26,男,甘肃省玲市永川彭路I座 688320
4396,'520301199903272505 ,庞兵,1999-03-27,女,吉林省合肥市城东崔街i座 262471
4397,'520422199803273022 ,莫俊,1998-03-27,女,陕西省秀珍市城北乌鲁木齐路C座 809116
4398,'653129199803279985 ,杨秀英,1998-03-27,女,天津市关岭县高明宁德路k座 998167
4399,'220605199403281043 ,陈建军,1994-03-28,女,贵州省凤英市崇文福州街f座 936666
4400,'370213199303283501 ,罗秀珍,1993-03-28,女,浙江省拉萨县大兴柳州路v座 467070
4401,'542423199503281348 ,蒋丽华,1995-03-28,女,安徽省兴安盟市龙潭苏路o座 152758
4402,'230902199503287783 ,田兵,1995-03-28,女,安徽省雪县平山阜新路n座 570501
4403,'451422200303262587 ,陈丽娟,2003-03-26,女,湖南省丽娟县新城邯郸路b座 226012
4404,'411628199003294989 ,周磊,1990-03-29,女,甘肃省龙县黄浦周街z座 646103
4405,'150782200103267018 ,范建华,2001-03-26,男,贵州省柳县城北齐齐哈尔路W座 819040
4406,'520521200103265851 ,葛杰,2001-03-26,男,湖南省桂英市平山香港路D座 786400
4407,'361026200303266299 ,王雷,2003-03-26,男,浙江省呼和浩特县沈北新刘路S座 647485
4408,'410781199503283449 ,陈金凤,1995-03-28,女,吉林省兴安盟市高明李路Q座 303359
4409,'321000200403252790 ,张艳,2004-03-25,男,辽宁省佳市花溪贵阳路n座 549181
4410,'330304199103295227 ,何玉,1991-03-29,女,新疆维吾尔自治区沈阳市上街永安路T座 399209
4411,'511803199403289123 ,姬兵,1994-03-28,女,广东省凤兰市和平福州路W座 994210
4412,'653127199003295714 ,李云,1990-03-29,男,辽宁省瑞县沙市澳门路p座 570137
4413,'130826200503253580 ,赵秀兰,2005-03-25,女,安徽省兰州县丰都李路F座 443564
4414,'130502199103294292 ,张萍,1991-03-29,男,澳门特别行政区芳县吉区周街E座 510732
4415,'230500199803275333 ,秦洁,1998-03-27,男,湖北省英县黄浦东莞街A座 540328
4416,'500100200403250371 ,魏秀梅,2004-03-25,男,辽宁省西宁市高坪阜新街L座 699350
4417,'431123200203264418 ,姜春梅,2002-03-26,男,内蒙古自治区宇县清城石家庄街z座 202975
4418,'36112919950328583X ,梁颖,1995-03-28,男,西藏自治区玉珍县沙市巴街R座 903222
4419,'130430200403252073 ,何秀英,2004-03-25,男,内蒙古自治区成都市吉区六盘水路X座 870159
4420,'420600200803240890 ,曾洁,2008-03-24,男,青海省宁县东城澳门路S座 791642
4421,'500242200203265455 ,宋桂荣,2002-03-26,男,海南省合肥县大东乌鲁木齐路y座 366016
4422,'150428199803274665 ,刘琴,1998-03-27,女,宁夏回族自治区建华县高坪唐路e座 586174
4423,'510723199003297940 ,何鹏,1990-03-29,女,澳门特别行政区成都市高港高路v座 153090
4424,'530126199203283623 ,郑华,1992-03-28,女,海南省桂荣县高坪张街x座 672199
4425,'640202200703251404 ,陈涛,2007-03-25,女,北京市强县大东张街l座 820510
4426,'360222200403250555 ,沙成,2004-03-25,男,浙江省静县东丽刘街w座 343186
4427,'421224200603255078 ,孙琴,2006-03-25,男,山西省乌鲁木齐市吉区何街a座 352155
4428,'350203199103297072 ,王兵,1991-03-29,男,辽宁省柳县沈北新谭路H座 371624
4429,'420107199503287162 ,尚金凤,1995-03-28,女,山西省凤英县淄川南昌路z座 780981
4430,'350103200003262446 ,张健,2000-03-26,女,青海省济南县南溪翟路v座 144469
4431,'500243200003267196 ,王建军,2000-03-26,男,上海市秀梅县合川王路Y座 679698
4432,'41092820010326776X ,刘金凤,2001-03-26,女,新疆维吾尔自治区惠州市浔阳南京街O座 624245
4433,'511900200003266469 ,杨琳,2000-03-26,女,安徽省哈尔滨市永川呼和浩特路d座 739702
4434,'652928200803245293 ,胡兵,2008-03-24,男,天津市建华县翔安北京街c座 180892
4435,'511126200703250062 ,刘洋,2007-03-25,女,新疆维吾尔自治区旭市白云芦路J座 982786
4436,'130524199403282785 ,彭桂芝,1994-03-28,女,湖北省建平县沙湾钟街y座 546822
4437,'150125200103266496 ,董丽华,2001-03-26,男,湖南省六盘水市清河刘街I座 111311
4438,'610802199003296224 ,周琳,1990-03-29,女,陕西省六安市平山沈阳路Q座 287361
4439,'441422199303288042 ,刘凤兰,1993-03-28,女,山东省永安县萧山钟街Q座 526451
4440,'23038220060325094X ,龚雷,2006-03-25,女,山东省冬梅市高明梁路n座 289603
4441,'41100220050325216X ,李玉英,2005-03-25,女,四川省志强市清城济南路F座 908591
4442,'230801199203287325 ,范晨,1992-03-28,女,江西省欣县金平太原街M座 472138
4443,'420115200603256107 ,胡慧,2006-03-25,女,内蒙古自治区柳州县梁平海口路H座 224082
4444,'653224199803274846 ,陈杨,1998-03-27,女,上海市南昌市秀英马路D座 765536
4445,'540102199003294951 ,庄淑英,1990-03-29,男,内蒙古自治区涛市吉区银川街x座 773674
4446,'451229200503257778 ,侯鑫,2005-03-25,男,陕西省通辽市沙市海口街w座 564307
4447,'230601199903270144 ,马佳,1999-03-27,女,湖北省雪梅县黄浦西宁路d座 776943
4448,'130423200003262033 ,贾俊,2000-03-26,男,福建省淮安县和平银川街p座 247633
4449,'511824199203283394 ,毕宁,1992-03-28,男,山西省佳县沙湾孙街C座 666737
4450,'321203200103266330 ,涂晨,2001-03-26,男,重庆市大冶市静安黄街H座 231297
4451,'530428200503258766 ,杨辉,2005-03-25,女,山东省丹丹市闵行倪街c座 961408
4452,'542132200803240244 ,傅林,2008-03-24,女,上海市香港市清浦侯路Q座 415974
4453,'320831200203268138 ,陈桂兰,2002-03-26,男,海南省勇县高明廖街Y座 951867
4454,'510781199803274900 ,孔阳,1998-03-27,女,广西壮族自治区沈阳市南溪柳路s座 654673
4455,'610829200403252576 ,罗颖,2004-03-25,男,安徽省永安县静安兴城街e座 225980
4456,'610327199403280790 ,杨鑫,1994-03-28,男,河南省建国县兴山武汉街j座 940490
4457,'451381199003297701 ,汪洁,1990-03-29,女,安徽省宇市翔安林街E座 633586
